Commit,Date,Author,Feature Files,Total Lines,Message
6986673,2009-03-30 20:44:42,Aslak Hellesøy,86,3,Merge branch 'master' of git://github.com/alhafoudh/cucumber
74be8a8,2009-03-30 20:47:29,Aslak Hellesøy,86,3,Bump version
1b65e24,2009-03-31 04:26:44,Aslak Hellesøy,86,3,"Allow Step Definitions to use |*varargs|, but only on Ruby 1.9"
c56546a,2009-03-31 04:55:57,Ahmed Al Hafoudh,86,3,Spelling correction ;-)
2e2084f,2009-03-31 16:01:40,Aslak Hellesøy,86,3,Better exception if a World proc returns nil.
142b161,2009-04-01 02:53:59,Aslak Hellesøy,86,3,Merge branch 'master' of git://github.com/alhafoudh/cucumber
1b92430,2009-04-01 20:58:56,Joseph Wilk,88,4,Snippets for steps that use Step Tables or Pystrings include block param and object type hint commen
84f78c9,2009-04-01 21:15:57,Aslak Hellesøy,88,3,Small formatting improvements
7179015,2009-04-01 21:16:27,Aslak Hellesøy,88,3,The usage formatter also prints unused step definitions
e58e1ed,2009-04-01 22:48:37,Joseph Wilk,88,3,Support description string for Backgrounds
7e966b1,2009-04-01 22:49:46,Joseph Wilk,88,3,Regenerate treetop file for feature.tt
6c7f039,2009-04-01 23:04:57,Joseph Wilk,88,3,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
be797ab,2009-04-01 23:28:01,Joseph Wilk,88,3,Corrected a feature fail due to the new  background with name example feature file
b436d78,2009-04-02 05:20:11,Aslak Hellesøy,90,3,Release 0.2.3.1
7308cc6,2009-04-03 20:44:27,Joseph Wilk,88,3,Regenerating feature.tt. It was raising nasty errors
87ee199,2009-04-04 03:35:36,Felipe Coury,88,3,Added Brazilian Portuguese language (pt-BR)
bbc5a32,2009-04-04 21:56:28,Felipe Coury,91,3,"Removed Brazilian Portuguese language (pt-BR) and changed feature keyword in Portuguese (pt) to ""Fun"
d220f7f,2009-04-06 02:38:25,Aslak Hellesøy,91,3,Slight changes to the Visitor API - to accomodate for better HTML output
bb62216,2009-04-06 02:39:27,Aslak Hellesøy,91,3,Merge branch 'master' of git://github.com/josephwilk/cucumber
f3134e3,2009-04-06 02:51:41,Aslak Hellesøy,91,3,We want #instantiate_node after all - this is what Treetop 1.2.5 does.
f103fe4,2009-04-06 02:53:05,Aslak Hellesøy,91,3,Merge branch 'master' of git://github.com/fcoury/cucumber
d3802e3,2009-04-06 03:00:23,Aslak Hellesøy,91,3,Portuguese uses Funcionalidade in stead of Característica and accented words are aliased with unacce
0c0d2af,2009-04-06 14:02:20,Aslak Hellesøy,91,3,Explain that #path_to is only for mapping static names to static routes
b8e9c23,2009-04-06 14:50:23,Aslak Hellesøy,91,3,switched back to spec directory. i missed my textmate shortcuts.
6a86349,2009-04-06 17:01:23,Aslak Hellesøy,91,3,Changed World semantics to address [#254]
98dd769,2009-04-06 17:03:27,Aslak Hellesøy,91,3,Release 0.2.3.2
3263867,2009-04-06 23:22:58,Aslak Hellesøy,91,3,Less complex formatting of background steps
f56631e,2009-04-07 00:56:17,Aslak Hellesøy,91,3,Fixed sibling file detecting not working in current version [#278 state:resolved]
76c73ba,2009-04-07 01:26:56,Aslak Hellesøy,91,3,Fixed Autospec failing with cucumber 0.2 [#254 state:resolved]
78ba010,2009-04-07 12:36:39,Krasimir Angelov,91,3,Implemented support for Bulgarian language
f36e139,2009-04-07 12:37:08,Krasimir Angelov,91,3,Implemented support for Bulgarian language
1b48e96,2009-04-07 17:13:01,Aslak Hellesøy,91,3,"Line filtering is no longer done after the AST is built, but before. This should fix [#255 state:res"
09972e6,2009-04-07 17:31:50,Aslak Hellesøy,91,4,Fixed Background Transactions and :xx [#270 state:resolved]
e49c1aa,2009-04-07 17:32:37,Aslak Hellesøy,91,4,Release 0.2.3.3
1a85a50,2009-04-07 17:52:13,Grzegorz Marszałek,91,4,Updated language for Polish [#273 state:resolved]
f7e988d,2009-04-07 17:53:54,Aslak Hellesøy,91,4,Merge branch 'master' of git://github.com/krasio/cucumber
b51a1db,2009-04-07 17:56:00,Aslak Hellesøy,94,4,"Add credits, update manifest"
4945568,2009-04-08 01:46:44,Eugene Naydanov,94,3,fix pystring indentation bug
25fbe53,2009-04-08 02:18:15,Eugene Naydanov,91,4,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
ce77509,2009-04-08 04:03:19,Eugene Naydanov,92,5,testcase for ticket \#279
7478330,2009-04-08 11:14:11,Jack Chen,92,4,added I should not see the field contain
2af8553,2009-04-08 13:23:07,Aslak Hellesøy,92,4,"Filtering on line, tags and scenario name now happens during the build of AST - not after. This made"
12fe62d,2009-04-08 13:36:30,Aslak Hellesøy,95,4,Fixed --format html leads to an error [#252:state:resolved]
9386912,2009-04-08 13:48:07,Hans de Graaff,95,4,"Fix color use when using autotest on Linux.

When running cucumber through autotest on Linux STDOUT "
cb18488,2009-04-08 22:53:19,Eugene Naydanov,91,4,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
2438a3f,2009-04-12 07:33:58,Ben Mabey,95,3,added pending rake_task.feature with scenario for defining a profile.
e1e02cb,2009-04-12 08:09:21,Ben Mabey,96,3,Introduced a CucumberWorld and refactored directory logic.
c146af4,2009-04-12 08:29:38,Ben Mabey,95,3,"Added Given steps for rake_task.feature. Refactored how dirs are handled
in features."
9b3c088,2009-04-12 08:40:10,Ben Mabey,95,3,"Provide the cucumber_lib_dir info to files created on the fly in
self-test features."
bbce49b,2009-04-12 08:51:43,Ben Mabey,95,3,Running rake step definition. rake_task.feature now failing.
c0ad9fe,2009-04-12 08:59:50,Ben Mabey,95,3,"extract method. Remove duplication between system calls in
cucumber_steps."
504edf5,2009-04-12 09:46:36,Ben Mabey,96,3,"Moved feature working_dir cleanup/setup to Before block in order to leave files
around after runs to"
e7eeb49,2009-04-12 10:29:30,Ben Mabey,92,3,Rake task now supports defining a profile. [#187 state:resolved]
10db60c,2009-04-12 10:51:20,Ben Mabey,92,3,"Capture stderr in features to avoid ugly output from Rake while running
the features."
a7e0c4c,2009-04-12 11:04:45,Ben Mabey,92,3,history
5c79609,2009-04-12 20:13:44,Luismi Cavalle,92,6,Fixed after methods not being executed when background fails
b83f94d,2009-04-13 23:13:16,Aslak Hellesøy,92,3,Small adjustments to check stderr. [#279 state:resolved]
37ea425,2009-04-13 23:14:09,Aslak Hellesøy,92,3,Resolve merge conflict
0a8c991,2009-04-13 23:14:45,Aslak Hellesøy,92,3,Update manifest
740848b,2009-04-13 23:17:31,Aslak Hellesøy,92,3,Merge branch 'master' of git://github.com/chendo/cucumber
241bebf,2009-04-13 23:25:14,Aslak Hellesøy,92,3,Renamed steps to follow existing style for checkbox. Better use of assertions.
25cd8d3,2009-04-13 23:29:14,Aslak Hellesøy,92,3,Merge branch 'master' of git://github.com/graaff/cucumber
84cd595,2009-04-13 23:29:31,Aslak Hellesøy,95,3,Add credit
e9e277f,2009-04-13 23:40:15,Eugene Naydanov,96,3,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
ab17890,2009-04-14 03:18:37,Aslak Hellesøy,96,3,Fixed dependency on internal files in rspec breaks cucumber w/ rspec-1.2.4 [#291 state:resolved]
b86e639,2009-04-14 03:19:11,Aslak Hellesøy,96,3,Release 0.2.3.4
3beb7c0,2009-04-14 03:59:55,Aslak Hellesøy,96,5,Fixed After methods not being executed when Background fails [#288 state:resolved]
f66f51a,2009-04-14 04:00:52,Aslak Hellesøy,96,5,Merge branch 'master' of git://github.com/enaydanov/cucumber
77eeadb,2009-04-14 04:15:01,Aslak Hellesøy,96,5,Merged changes from bmabey
7740989,2009-04-14 04:22:34,Aslak Hellesøy,96,5,Make Cucumber work with different versions of RSpec
80bfde7,2009-04-14 04:37:47,Aslak Hellesøy,96,5,Make tickets pass again
888b875,2009-04-14 09:14:42,Ben Mabey,96,5,deprecation warnings on Rake task accessors  [#289 state:resolved]
7c7711e,2009-04-14 18:49:16,Aslak Hellesoy,96,5,Remove tmp file from manifest
9683e4d,2009-04-14 20:48:06,Aslak Hellesoy,96,3,Use Hooks with @tags [#229 state:resolved]
e924109,2009-04-15 00:05:19,Aslak Hellesøy,96,4,Release 0.3.0
12eda2e,2009-04-15 03:52:52,Aslak Hellesøy,97,4,Better help for new World errors.
ac6a82a,2009-04-15 17:19:02,Aslak Hellesøy,97,4,Decouple paths.rb from Rails. Thanks for the tip Bryan Liles.
77b85ae,2009-04-16 16:42:13,Aslak Hellesøy,97,4,Update generator to work with recent decoupling from Rails
9b2aa47,2009-04-16 22:09:30,Aslak Hellesøy,97,4,Replace my incorrect comment with tomtt's great trick
50ad6fb,2009-04-17 08:55:00,Ben Mabey,97,4,allow exceptions from steps called within hooks to be reraised
dcbf0e1,2009-04-17 22:56:01,Ben Mabey,98,4,updating changelog
98eefc2,2009-04-19 23:15:28,Aslak Hellesøy,98,4,yank leftover comment
fd51946,2009-04-20 06:46:29,Ben Mabey,98,4,"warning message about using Rail's config.cache_classes=false
in conjunction with Cucumber's use_tra"
32e4404,2009-04-20 06:47:44,Ben Mabey,98,4,Merge branch 'aslakhellesoy/master'
1a0a06a,2009-04-20 11:18:41,Aslak Hellesøy,98,4,Move history section
07a8f2b,2009-04-20 11:37:33,Bence Golda,98,3,Added translation for Hungarian [#287 state:resolved]
0087b00,2009-04-20 12:10:50,Aslak Hellesøy,98,3,Nothing to fix. [#293 state:resolved]
d5b2b10,2009-04-20 12:29:29,Aslak Hellesøy,98,3,Cleanup
9bc9bd7,2009-04-20 13:30:58,Aslak Hellesøy,98,3,Pick up failure on after hook [#272 state:resolved]
e9ba91b,2009-04-20 14:17:39,Aslak Hellesøy,98,3,Fixed incorrect colours in pretty formatter's table headers for outline tables
7ccc735,2009-04-20 22:14:58,Ben Mabey,98,3,Added #headers to Cucumber::Ast::Table
1063342,2009-04-20 22:43:23,Ben Mabey,98,3,"clean up.. instance methods, not class methods."
b23070b,2009-04-21 03:12:44,Aslak Hellesøy,100,19,Get rid of old specs that we're never going to fix
d9de85f,2009-04-22 02:03:54,Vitauts Stočka,100,19,Added Latvian translation and examples.
50957da,2009-04-22 11:49:07,Vitauts Stočka,100,19,Restored accidentally removed Hungarian language.
a5ca545,2009-04-22 11:55:44,Aslak Hellesøy,101,19,Removed spec that had rotted
4e798c7,2009-04-22 11:56:01,Aslak Hellesøy,101,19,Merge branch 'master' of git://github.com/vits/cucumber
5c29015,2009-04-22 11:59:41,Aslak Hellesøy,101,19,Give cred to Vitauts
be9a1b8,2009-04-22 17:22:04,Joseph Wilk,101,0,Ignore Emacs temp files
b0e3a4b,2009-04-23 14:25:48,Joseph Wilk,101,0,Support multiline names for scenarios
af1c3fd,2009-04-23 14:26:13,Joseph Wilk,103,0,Re-generate feature grammar
dd66dfe,2009-04-23 14:28:07,Joseph Wilk,103,0,Add support for multiline names in Scenario Outlines
ec6b2d6,2009-04-23 14:28:16,Joseph Wilk,101,0,Re-generate feature grammar
ac6c4ff,2009-04-23 14:35:46,Joseph Wilk,103,0,Support Backgrounds having multiline names
ec0079f,2009-04-23 14:36:12,Joseph Wilk,103,0,Re-generate feature grammar
b54c9ec,2009-04-23 14:36:15,Joseph Wilk,98,3,Support Examples having multiline names
221ab49,2009-04-23 14:36:18,Joseph Wilk,100,3,Re-generate feature grammar
0b4634e,2009-04-23 14:49:10,Joseph Wilk,100,3,Remove erroneous extra padding added to source indent
1c2f239,2009-04-23 19:12:38,Aslak Hellesøy,100,3,span html tags appear on HTML results with 0.3.0 [#299 state:resolved]
4c8bfe2,2009-04-23 21:40:37,Joseph Wilk,100,3,Fix problem with tags being consumed as part of multiline name
6f9158a,2009-04-23 22:00:05,Joseph Wilk,100,3,Re-generating feature grammar
9dbd487,2009-04-23 22:17:39,Joseph Wilk,100,2,Merge with head
569ea1d,2009-04-23 22:19:46,Joseph Wilk,100,2,Fix fail on feature element text_length
28bfa6b,2009-04-24 16:46:43,Joseph Wilk,100,3,Fixed progress formatter raising errors when running Scenario outlines
c94d7d7,2009-04-24 20:57:01,Joseph Wilk,100,2,Fix problem where comments were consumed as multiline names
0d258a6,2009-04-24 20:57:44,Joseph Wilk,103,20,Re-generating feature grammar
e656819,2009-04-25 00:46:16,Joseph Wilk,100,2,Corrected typo
6d74c2d,2009-04-25 03:00:48,Joseph Wilk,100,3,"Revert ""Fixed progress formatter raising errors when running Scenario outlines""

This reverts commit"
307d450,2009-04-25 03:03:19,Joseph Wilk,105,20,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
f6afc56,2009-04-26 19:58:05,Aslak Hellesøy,105,20,Remove Hoe dependency
f4898ef,2009-04-26 21:10:41,Aslak Hellesøy,103,22,Feature which only has a Background with steps causes an exception [#306 state:resolved]
e74e49b,2009-04-26 22:37:11,Aslak Hellesøy,105,20,Tag Hook gets executed always there is a background [#301 state:resolved]
b905648,2009-04-26 22:41:01,Aslak Hellesøy,105,20,Fix typo
0e9f606,2009-04-26 23:03:23,Aslak Hellesøy,105,20,Problem using --scenario and Scenario Outline [#298 state:resolved]
322c1e9,2009-04-26 23:45:21,Aslak Hellesøy,103,20,Fix file creation
646340c,2009-04-26 23:50:31,Aslak Hellesøy,105,20,Formatting
23cbc9b,2009-04-27 00:56:31,Aslak Hellesøy,105,20,Pretty formatter not colouring Examples tables correctly [#304 state:resolved]
358bac2,2009-04-27 01:04:30,Joseph Wilk,106,22,Replace --scenario handle with --name which supports partial matches
38ea2e2,2009-04-27 01:04:38,Joseph Wilk,107,22,Support --name with named Backgrounds
e326ca4,2009-04-27 01:05:00,Aslak Hellesøy,107,20,Update History.txt
ad52c3f,2009-04-27 01:06:02,Joseph Wilk,107,22,Re-generate feature grammar
61157ae,2009-04-27 01:28:28,Aslak Hellesøy,107,22,Merge branch 'master' of git://github.com/josephwilk/cucumber
ee391bd,2009-04-27 01:30:46,Aslak Hellesøy,107,22,Fix indentation
97b9c01,2009-04-27 01:31:59,Aslak Hellesøy,107,22,Release 0.3.1
b98634c,2009-04-27 03:59:32,Aslak Hellesøy,108,22,Added a more helpful error message for Ruby 1.9. [#292 state:resolved]
09880be,2009-04-27 04:23:09,Aslak Hellesøy,108,22,Examples and the associated tables are indented one level deeper than Scenario Outline
9e34bd9,2009-04-28 03:14:28,Aslak Hellesøy,107,22,Step table with blank cell fails [#308 state:resolved]
4b2f049,2009-04-28 03:53:06,Aslak Hellesøy,108,22,Added pending spec for #307
5eda40b,2009-04-28 04:51:16,Aslak Hellesøy,108,22,summary should report scenarios [#32 state:resolved]
97dcc0f,2009-04-28 04:57:36,Aslak Hellesøy,108,22,remove duplication
03d7be2,2009-04-28 04:59:45,Aslak Hellesøy,108,22,Simplification
955d9e3,2009-04-28 05:16:25,Aslak Hellesøy,108,22,Release 0.3.1.1
aad51c0,2009-04-28 18:18:06,Aslak Hellesøy,108,28,Simpler watir example
7979eb6,2009-04-28 21:43:20,Joseph Wilk,108,20,Added support for Examples selection when using --name [#295 state:resolved]
b5f6b74,2009-04-28 21:43:36,Joseph Wilk,108,20,Re-generate feature grammar
a82cdb9,2009-04-28 22:18:27,Joseph Wilk,108,26,Merging to head
75b0b0e,2009-04-29 00:41:54,Aslak Hellesøy,108,28,Mer norsk
5938edf,2009-04-29 00:42:15,Aslak Hellesøy,108,26,Merge branch 'master' of git://github.com/josephwilk/cucumber
5267900,2009-04-29 04:25:30,comcast,108,26,"Added a rack up file to sastisfy webrat's need for a server

Updated the server hack to be consisten"
1e29fd5,2009-04-29 04:39:22,comcast,108,26,"Changed to use the link's label instead of the url for searching

Seems like the webrat/selenium met"
6b805f0,2009-04-30 07:34:08,Ben Mabey,108,26,"Rake tasks with a profile defined now respect --require flags in the
profile. [#311 state:resolved]"
b51e053,2009-04-30 13:02:37,Ido Kanner,108,26,Added Hebrew support. addition.features does not work proeplry at this time.
3097b18,2009-04-30 15:51:25,Ido Kanner,108,30,Rewrote the entire support thanks to a help from a forum. Now cucumber finally support Hebrew.
5b3a664,2009-04-30 16:31:00,Aslak Hellesøy,108,30,Give cred to Ido Kanner for Hebrew
ff99f76,2009-04-30 16:31:57,Aslak Hellesøy,108,30,Merge branch 'master' of git://github.com/bmabey/cucumber
76b4698,2009-04-30 16:33:30,Aslak Hellesøy,108,30,Indentation
540e234,2009-05-01 01:00:46,Joseph Wilk,108,30,Fixed error where unused table cells in Examples where raising exceptions due to having no status [#
a01aaba,2009-05-03 20:58:12,Joseph Wilk,108,30,Correct Scenario spec to use Step invocation in sexp
107b9ea,2009-05-04 02:08:52,Aslak Hellesøy,110,30,Release 0.3.2
95a19e1,2009-05-05 01:59:37,Aslak Hellesøy,110,30,fix indentation
4c0519d,2009-05-05 03:58:49,Lonnon Foster,110,30,"Changed -n switch to -N for --name cli option

This prevents conflict with the --no-source command, "
37b92ed,2009-05-05 05:13:06,kfitzpatrick,110,30,Merge branch 'fixing_webrat_selenium' of ../cucumber-example
bc51edf,2009-05-05 05:22:14,Lonnon Foster,110,30,Bumped revision number
d70cda9,2009-05-05 05:26:51,Lonnon Foster,110,30,Really bumped revision number this time.
f642ec4,2009-05-06 01:26:09,Joseph Wilk,110,30,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
45c72c1,2009-05-06 23:53:31,Aslak Hellesøy,110,30,"Multiline String snippets no longer give misleading info. It's a String, not a PyString that's sent "
0f2c037,2009-05-07 03:44:08,Aslak Hellesøy,110,30,"Fixed Background, Scenario Outline, Before Hook interaction [#309 state:resolved]"
26eebc7,2009-05-07 04:11:13,Aslak Hellesøy,110,30,Indentation
a831ad1,2009-05-07 05:43:55,Aslak Hellesøy,110,30,Summaries are no longer printed in an empty () if there are no scenarios/steps
1a7c671,2009-05-08 02:58:37,Aslak Hellesøy,110,30,Merge branch 'master' of git://github.com/josephwilk/cucumber
de20841,2009-05-08 03:01:05,Aslak Hellesøy,110,30,Merge branch 'master' of git://github.com/kfitzpatrick/cucumber
d093c14,2009-05-08 03:04:19,Aslak Hellesøy,110,30,Resolve conflict from merge
c52e659,2009-05-08 03:20:03,Aslak Hellesøy,110,30,Remove logos
cc61e47,2009-05-08 03:21:01,Aslak Hellesøy,111,30,"New aliases: --no-source/-s, --name/-n [#317 state:resolved]"
9ce86db,2009-05-09 02:46:00,Matjaz Gregoric,111,30,Fixed typo
f1be3c6,2009-05-10 05:58:32,Ben Mabey,111,30,whitespace
88ecbb3,2009-05-10 06:03:57,Ben Mabey,111,30,exclude ruby files that match what is passed in with  --exclude
c3830b9,2009-05-10 09:28:03,Ben Mabey,111,30,spec refactoring - extract method
63e8b97,2009-05-10 09:49:45,Ben Mabey,111,30,"* extract method
* only loop as much as we need to
* allow for a regexp to be passed in"
7a2f505,2009-05-10 10:12:00,Ben Mabey,111,30,reworked exclude files feature. [#312 state:resolved]
da2e1de,2009-05-10 10:18:36,Ben Mabey,111,30,added default rake task (runs specs and features)
fc6b152,2009-05-10 17:08:10,Aslak Hellesøy,111,30,Release 0.3.3
21baaf8,2009-05-10 20:29:00,Francesc Esplugas,111,30,Cogombre. Catalan translation.
baa6d4d,2009-05-10 21:35:08,Aslak Hellesøy,112,30,Release 0.3.3.1
9dd70da,2009-05-11 13:55:36,Lleïr Borràs,112,30,Capitalise Catalan words
9da947e,2009-05-11 21:18:29,Aslak Hellesøy,112,26,Problem with multiple terms in languages.yml [#321 state:resolved].Release 0.3.3.2
44ae6e4,2009-05-11 22:36:44,Aslak Hellesøy,112,28,Forgot to commit this in last release
ffea022,2009-05-12 01:48:28,Francesc Esplugas,112,28,Fixed scenario_outline translation for Català.
6df6542,2009-05-12 01:49:40,Francesc Esplugas,112,26,Example in Català.
98fe742,2009-05-12 15:01:19,Leonard Chin,112,0,"Added alternative keywords for Japanese translation ('feature', 'but')"
ab4584f,2009-05-12 16:30:46,Aslak Hellesøy,112,26,Added aliases for Feature and But in Japanese
3aee87f,2009-05-12 17:28:06,Aslak Hellesøy,112,26,Fix bad version number
2581e27,2009-05-12 20:16:21,Aslak Hellesøy,112,26,Fail fast if not on JRuby
624ef53,2009-05-12 23:52:52,Saulius Grigaitis,112,28,Updated Lithuanian language
0765aec,2009-05-13 03:30:15,Aslak Hellesøy,112,24,Rake task should not shell out [#297 state:resolved]
615ac51,2009-05-13 04:23:46,Aslak Hellesøy,113,24,Now that rake doesn't shell out we can't Kernel.exit nilly willy. Moved to bin/cucumber.
ccb7f80,2009-05-13 04:24:58,Aslak Hellesøy,85,4,Merge branch 'master' of git://github.com/sauliusgrigaitis/cucumber
61be075,2009-05-13 04:33:08,Aslak Hellesøy,113,24,Release 0.3.3.3
5d3b961,2009-05-13 05:00:17,Bryan Helmkamp,113,0,Update bypass_rescue for ActionController::Failsafe
d323f29,2009-05-13 14:03:32,Ngoc Dao,113,24,Add Vietnamese
9d5c329,2009-05-13 14:13:02,Aslak Hellesøy,113,24,Support for Vietnamese
ac59fac,2009-05-13 17:45:34,csausdev,113,24,"added junit to formatter options, test feature needs finishing"
d1e34ed,2009-05-13 18:44:30,csausdev,113,24,junit formatter feature passes
19e01cd,2009-05-14 00:01:21,Aslak Hellesøy,113,26,Cleaned up JUnit formatter (removed new --reportdir and noisy puts statements). Features require htt
9606fe8,2009-05-14 00:02:08,Aslak Hellesøy,113,26,Release 0.3.3.5
ebe27cd,2009-05-14 00:02:23,hidenowt,95,4,I needed includes the target with charset utf-8 to give error when will generate the html in my nati
ad7faa9,2009-05-14 00:06:23,Aslak Hellesøy,113,26,Merge branch 'master' of git://github.com/hidenowt/cucumber
cf9c671,2009-05-14 00:07:21,Aslak Hellesøy,113,26,Added Herminio Torres creds
fef5425,2009-05-14 00:40:28,hidenowt,115,24,"the double quotes it returns a warning: do not put space before argument parentheses, but are simply"
6b3da79,2009-05-14 16:56:13,Aslak Hellesøy,116,26,"Turned on forking for Rails [#297 state:resolved]. Ideally I want a better fix than this, but it's a"
478bfdc,2009-05-14 16:59:04,Aslak Hellesøy,116,26,Merge branch 'master' of git://github.com/hidenowt/cucumber
717ec8d,2009-05-14 17:00:18,Aslak Hellesøy,116,26,Release 0.3.3.6
e6f7085,2009-05-14 17:19:35,Aslak Hellesoy,113,28,Fixes for IronRuby example
8a531ca,2009-05-14 17:26:53,Aslak Hellesoy,116,26,Added some explanatary comments
4e685da,2009-05-14 17:32:42,Aslak Hellesøy,116,26,"Hooks (World, Before, After) are no longer executed when --dry-run"
adfd790,2009-05-14 19:07:46,Aslak Hellesøy,113,26,Improved Java example using Ant instead of Rake. Minor fix to junit formatter.
c6cfe5d,2009-05-14 19:57:56,Aslak Hellesøy,116,26,Release 0.3.4
484652b,2009-05-14 21:01:43,Ben Mabey,116,24,history update
be9b15f,2009-05-14 21:02:36,Joseph Wilk,116,28,Allow feature element names to contain Gherkin keywords as long as they are not the first word on a 
cbd3136,2009-05-14 21:02:37,Ben Mabey,116,26,"Merge branch 'aslakhellesoy/master'

Conflicts:
	History.txt"
09d0e8e,2009-05-14 21:03:06,Joseph Wilk,116,28,Re-generate grammar
183294c,2009-05-14 21:35:35,Joseph Wilk,116,28,Handle case where multiline name contains a new line starting with a step keyword as part of another
93f9686,2009-05-14 21:35:49,Joseph Wilk,116,28,Re-generate grammar
173506c,2009-05-14 21:37:58,Joseph Wilk,116,26,Merge branch 'master' of git://github.com/aslakhellesoy/cucumber
af4758d,2009-05-14 21:44:39,Joseph Wilk,113,26,Resolve merge changes
9ef16b6,2009-05-15 11:46:18,Aslak Hellesøy,112,26,Merge branch 'master' of git://github.com/bmabey/cucumber
dd90ce2,2009-05-15 12:06:05,Aslak Hellesøy,116,26,Release 0.3.5
19436dd,2009-05-15 21:22:16,Ben Mabey,112,26,Use the profile name- not foo.
99ba7e5,2009-05-16 02:45:52,Aslak Hellesøy,112,26,Automatic require of custom formatters. --require is no longer needed to load them. See --help. Lazy
0d43b4c,2009-05-16 14:02:32,Ngoc Dao,112,24,"Change ""Kich ban"" to ""Tinh huong"""
3b18137,2009-05-16 16:49:47,Aslak Hellesøy,116,26,More on the new formatter loading mechanism
c0bbb87,2009-05-17 03:22:19,Aslak Hellesøy,116,26,Keep languages in alphabetical order
64ba730,2009-05-17 03:22:40,Aslak Hellesøy,116,26,Merge branch 'master' of git://github.com/bmabey/cucumber
20021e9,2009-05-17 04:24:14,Ngoc Dao,116,24,Vietnamese: add aliases
281b886,2009-05-17 04:39:03,Aslak Hellesøy,116,26,New aliases for Vietnamese
867e14f,2009-05-18 18:16:36,Aslak Hellesøy,116,26,Try less noise in the RDoc
67ea1f5,2009-05-18 21:55:10,Aslak Hellesøy,113,26,undo rdoc directives that don't work on YARD anyway
09657ca,2009-05-19 01:50:17,Aslak Hellesøy,116,26,Added --expand option. Needs more work. [#327]
2479cc4,2009-05-19 02:43:31,Aslak Hellesøy,116,26,Feature with only Background doesn't run hooks [#329 state:resolved]
50d4738,2009-05-19 14:54:34,Matt Wynne,116,26,Lighthouse #330: Gracefully handle exceptions in After block and tell visitors about the exception
4cd8ea5,2009-05-19 17:48:06,Matt Wynne,113,26,Graceful after block handling now also works in scenario outline tables
0c3b1fa,2009-05-19 19:13:33,Matt Wynne,116,26,Graceful after block handling now also works in scenario outline tables (and Before blocks)
a021d96,2009-05-19 21:47:34,Aslak Hellesøy,116,26,Gracefully handle exceptions in After block [#330 state:resolved]
f647dfb,2009-05-20 08:02:28,Luke Melia,116,26,Merge branch 'aslakhellesoy/master'
8541d49,2009-05-20 10:48:02,Luke Melia,117,26,"Add AfterStep hook. Like Before and After hooks, but runs after each step"
86ff947,2009-05-20 12:38:22,Aslak Hellesøy,116,26,Words
f3b58b2,2009-05-20 13:01:29,Aslak Hellesøy,117,26,Added AfterStep entry to History.txt and updated Manifest.txt
8e5eddb,2009-05-20 13:02:00,Aslak Hellesøy,117,26,Merge branch 'weplay/after_step'
37e8add,2009-05-20 13:08:03,Aslak Hellesøy,117,26,[#314] and [#329] was the same bug. Both are fixed.
7c9418e,2009-05-20 14:48:55,Aslak Hellesøy,117,26,I accidentally got more code than I wanted when I merged the weplay master branch to get the AfterSt
769447b,2009-05-20 16:30:14,Perryn Fowler,117,26,Add Perryn Fowler's awesome --wip switch. Kanban galore
39601bc,2009-05-20 19:42:04,Aslak Hellesøy,118,26,You can override the formatter in Rails-generated rake tasks with the CUCUMBER_FORMAT environment va
3a88177,2009-05-20 20:52:54,Aslak Hellesøy,117,26,Merged from master
1ea960f,2009-05-20 21:42:13,Aslak Hellesøy,118,26,Improved formatting of expanded outlines
90a41a5,2009-05-21 09:07:56,Ben Mabey,118,26,"rails generator now generates a cucumber env to avoid potential
cache_classes conflicts in test.rb ["
7f23e9f,2009-05-21 09:09:27,Ben Mabey,118,26,"Merge branch 'aslakhellesoy/master'

Conflicts:
	History.txt"
fe367e4,2009-05-21 12:54:58,Matt Wynne,118,26,"Merge branch 'master' of git://github.com/aslakhellesoy/cucumber

Conflicts:
	lib/cucumber/step_moth"
74708c8,2009-05-21 15:13:31,Aslak Hellesøy,119,31,Improve alignment
c0f3493,2009-05-21 15:16:58,Aslak Hellesøy,119,31,Update History
6954e3c,2009-05-21 19:07:48,lleirborras,120,31,I added two aliases in Catalan language for tokens background and given for masculine and femenine c
2950856,2009-05-21 19:30:53,Kero van Gelder,120,31,"HTML formatter, make parameters to steps stand out

 - each step status has its own class for <span "
2220bd8,2009-05-21 21:45:21,Kero van Gelder,117,26,"HTML formatter, do not repeat Background"
83c97ed,2009-05-22 03:10:17,Aslak Hellesøy,119,31,Added new Given alias for Catalan: Donat|Donada (Lleïr Borràs Metje)
f2e32df,2009-05-22 15:41:56,Aslak Hellesøy,119,31,Predictable ordering of usage formatter
4451fd7,2009-05-22 15:51:29,Kero van Gelder,120,31,"Let ""Then ... should contain XML"" fail when diffxml is not found."
ff39079,2009-05-22 16:16:11,Kero van Gelder,120,31,"Tagged 20 tests that do not pass on Ruby 1.8.7

 - usage.feature is a Hash order incompatibility
 - "
